Unit Model,Project,Unit Type,Unit Numbers,Num Bedrooms,Num Bathrooms,Interior Square Ft,Exterior Square Ft,Price,AVG PSF,Floor Plan,Facing Direction,Exterior Type
Unit 1D-G,The Forest Hill Condos,Suite,,1.5 Bed,1 Bath,532 sq.ft,,,,,South,
Unit 1D-A,The Forest Hill Condos,Suite,,1.5 Bed,1 Bath,541 sq.ft,,,,,North,
Unit 1-E(T),The Forest Hill Condos,Suite,,1 Bed,1 Bath,546 sq.ft,,,,,SouthWest,
Unit 1D-D,The Forest Hill Condos,Suite,,1.5 Bed,1 Bath,551 sq.ft,,,,,East,
Unit 2-G,The Forest Hill Condos,Suite,,2 Bed,1 Bath,619 sq.ft,,,,,SouthEast,
Unit 1D-L,The Forest Hill Condos,Suite,,1.5 Bed,1 Bath,662 sq.ft,,,,,NorthEast,
Unit 2-C,The Forest Hill Condos,Suite,,2 Bed,2 Bath,709 sq.ft,,,,,East,
Unit 2D-A,The Forest Hill Condos,Suite,,2.5 Bed,2 Bath,742 sq.ft,,,,,West,
Unit 2D-A(T),The Forest Hill Condos,Suite,,2.5 Bed,2 Bath,742 sq.ft,,,,,West,
Unit 2D-B,The Forest Hill Condos,Suite,,2.5 Bed,2 Bath,747 sq.ft,,,,,NorthWest,
Unit 2-A,The Forest Hill Condos,Suite,,2 Bed,2 Bath,748 sq.ft,,,,,South,
Unit 2D-F,The Forest Hill Condos,Suite,,2.5 Bed,2 Bath,803 sq.ft,,,,,South,
Unit 3-M,The Forest Hill Condos,Suite,,3 Bed,2 Bath,834 sq.ft,,,,,NorthWest,
Unit 2D-C,The Forest Hill Condos,Suite,,2.5 Bed,2 Bath,874 sq.ft,,,,,East,
Unit 3-F(T),The Forest Hill Condos,Suite,,3 Bed,2 Bath,878 sq.ft,,,,,SouthEast,
Unit 2-H1,The Forest Hill Condos,Suite,,2 Bed,2 Bath,886 sq.ft,,,,,West,
Unit 3-A,The Forest Hill Condos,Suite,,3 Bed,2 Bath,892 sq.ft,,,,,NorthWest,
Unit 3-L,The Forest Hill Condos,Suite,,3 Bed,2 Bath,898 sq.ft,,,,,South West,
Unit 3-B,The Forest Hill Condos,Suite,,3 Bed,2 Bath,912 sq.ft,,,,,West,
Unit 3-A1,The Forest Hill Condos,Suite,,3 Bed,2 Bath,922 sq.ft,,,,,NorthEast,
Unit 3-J,The Forest Hill Condos,Suite,,3 Bed,2 Bath,953 sq.ft,,,,,SouthWest,
Unit 3-E(T),The Forest Hill Condos,Suite,,3 Bed,2 Bath,953 sq.ft,,,,,SouthWest,
Unit 3-G(T),The Forest Hill Condos,Suite,,3 Bed,2 Bath,1033 sq.ft,,,,,SouthEast,
Unit 3-D,The Forest Hill Condos,Suite,,3 Bed,2 Bath,1112 sq.ft,,,,,SouthEast,
Unit 3-C,The Forest Hill Condos,Suite,,3 Bed,2 Bath,1181 sq.ft,,,,,SouthWest,
PH-02 (Upper) (Penthouse),Rise Condos,Suite,,1 Bed,1.5 Bath,608 sq.ft,,"$699,900",,,East,
PH-02 (Lower) (Penthouse),Rise Condos,Suite,,1 Bed,1.5 Bath,608 sq.ft,,"$699,900",,,East,
PH-01 (Lower) (Penthouse),Rise Condos,Suite,,1 Bed,1.5 Bath,737 sq.ft,,"$824,900",,,NorthEast,
PH-01 (Upper) (Penthouse),Rise Condos,Suite,,1 Bed,1.5 Bath,737 sq.ft,,"$824,900",,,NorthEast,
PH-04 (Upper) (Penthouse),Rise Condos,Suite,,1.5 Bed,1.5 Bath,743 sq.ft,,"$824,900",,,South,
PH-04 (Lower) (Penthouse),Rise Condos,Suite,,1.5 Bed,1.5 Bath,743 sq.ft,,"$824,900",,,South,
M-213,Rise Condos,Suite,,0 Bed,1 Bath,280 sq.ft,,,,,East,
R-09,Rise Condos,Suite,,0 Bed,1 Bath,316 sq.ft,,,,,West,
M-518 | M-618,Rise Condos,Suite,,0 Bed,1 Bath,361 sq.ft,,,,,West,
M-06,Rise Condos,Suite,,0 Bed,1 Bath,379 sq.ft,,,,,East,
M-223 | M-321 | M-421,Rise Condos,Suite,,0 Bed,1 Bath,382 sq.ft,,,,,West,
M-04,Rise Condos,Suite,,1 Bed,1 Bath,437 sq.ft,,,,,East,
M-219 | M-317 | M-417,Rise Condos,Suite,,1 Bed,1 Bath,511 sq.ft,,,,,West,
R-10,Rise Condos,Suite,,1 Bed,1 Bath,525 sq.ft,,,,,West,
M-227 | M-325 | M-425 |...,Rise Condos,Suite,,1 Bed,1 Bath,525 sq.ft,,,,,West,
M-218 | M-316 | M-416,Rise Condos,Suite,,1 Bed,1 Bath,527 sq.ft,,,,,West,
R-03,Rise Condos,Suite,,1 Bed,1 Bath,540 sq.ft,,,,,East,
R-04,Rise Condos,Suite,,1 Bed,1 Bath,540 sq.ft,,,,,East,
M-220 | M-318 | M-418,Rise Condos,Suite,,1 Bed,1 Bath,551 sq.ft,,,,,West,
M-225 | M-323 | M-423 |...,Rise Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,West,
R-08,Rise Condos,Suite,,1.5 Bed,1 Bath,567 sq.ft,,,,,West,
M-221 | M-319 | M-419,Rise Condos,Suite,,1 Bed,1 Bath,569 sq.ft,,,,,West,
M-222 | M-320 | M-420,Rise Condos,Suite,,1 Bed,1 Bath,571 sq.ft,,,,,West,
M-509 | M-510,Rise Condos,Suite,,1.5 Bed,1 Bath,572 sq.ft,,,,,East,
M-609 | M-610,Rise Condos,Suite,,1.5 Bed,1 Bath,572 sq.ft,,,,,East,
M-519 | M-619,Rise Condos,Suite,,1.5 Bed,1 Bath,573 sq.ft,,,,,West,
M-215 | M-216 | M-314 |...,Rise Condos,Suite,,1.5 Bed,1 Bath,578 sq.ft,,,,,South,
M-214,Rise Condos,Suite,,1 Bed,1 Bath,581 sq.ft,,,,,South East,
M-226 | M-324 | M-424 |...,Rise Condos,Suite,,1 Bed,1 Bath,584 sq.ft,,,,,North West,
M-308 | M-408,Rise Condos,Suite,,1.5 Bed,1 Bath,584 sq.ft,,,,,East,
M-208,Rise Condos,Suite,,1.5 Bed,1 Bath,584 sq.ft,,,,,East,
R-01a,Rise Condos,Suite,,1.5 Bed,1 Bath,589 sq.ft,,,,,North,
R-01,Rise Condos,Suite,,1.5 Bed,1 Bath,589 sq.ft,,,,,North,
M-212,Rise Condos,Suite,,1.5 Bed,1 Bath,596 sq.ft,,,,,East,
M-502 | M-602,Rise Condos,Suite,,1 Bed,1 Bath,597 sq.ft,,,,,North,
M-209,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
M-210,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
M-211,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
M-309 | M-409,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
M-310 | M-410,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
M-311 | M-411,Rise Condos,Suite,,1.5 Bed,1 Bath,600 sq.ft,,,,,East,
R-02,Rise Condos,Suite,,1.5 Bed,1 Bath,601 sq.ft,,,,,North East,
M-513 | M-613,Rise Condos,Suite,,1.5 Bed,1 Bath,610 sq.ft,,,,,South,
PH-02,Rise Condos,Suite,,1 Bed,1.5 Bath,616 sq.ft,,,,,East,
M-508,Rise Condos,Suite,,1.5 Bed,1 Bath,617 sq.ft,,,,,East,
M-608,Rise Condos,Suite,,1.5 Bed,1 Bath,617 sq.ft,,,,,East,
M-516 | M-616,Rise Condos,Suite,,1.5 Bed,1 Bath,625 sq.ft,,,,,West,
M-312,Rise Condos,Suite,,1 Bed,1 Bath,628 sq.ft,,,,,East,
M-412,Rise Condos,Suite,,1 Bed,1 Bath,628 sq.ft,,,,,East,
M-217 | M-315 | M-415,Rise Condos,Suite,,1.5 Bed,1 Bath,643 sq.ft,,,,,South West,
M-224 | M-322 | M-422,Rise Condos,Suite,,1.5 Bed,1 Bath,644 sq.ft,,,,,West,
M-515 | M-615 | M-517 |...,Rise Condos,Suite,,1.5 Bed,1 Bath,645 sq.ft,,,,,West,
R-06,Rise Condos,Suite,,1.5 Bed,2 Bath,649 sq.ft,,,,,South,
M-02,Rise Condos,Suite,,2 Bed,1 Bath,650 sq.ft,,,,,North,
M-05,Rise Condos,Suite,,1.5 Bed,1 Bath,652 sq.ft,,,,,South East,
M-503 | M-603,Rise Condos,Suite,,1.5 Bed,1 Bath,686 sq.ft,,,,,North East,
M-611,Rise Condos,Suite,,2 Bed,2 Bath,706 sq.ft,,,,,East,
M-511,Rise Condos,Suite,,2 Bed,2 Bath,706 sq.ft,,,,,East,
M-501 | M-601,Rise Condos,Suite,,1.5 Bed,1 Bath,739 sq.ft,,,,,North,
M-03,Rise Condos,Suite,,2 Bed,2 Bath,753 sq.ft,,,,,North East,
M-228 | M-326 | M-426 |...,Rise Condos,Suite,,2 Bed,2 Bath,756 sq.ft,,,,,North West,
R-11,Rise Condos,Suite,,2 Bed,1 Bath,756 sq.ft,,,,,North West,
M-207,Rise Condos,Suite,,2 Bed,2 Bath,771 sq.ft,,,,,East,
M-07,Rise Condos,Suite,,2 Bed,2 Bath,771 sq.ft,,,,,South East,
M-514 | M-614,Rise Condos,Suite,,2 Bed,2 Bath,779 sq.ft,,,,,South West,
M-512,Rise Condos,Suite,,2 Bed,2 Bath,786 sq.ft,,,,,South East,
M-612,Rise Condos,Suite,,2 Bed,2 Bath,786 sq.ft,,,,,South East,
M-313,Rise Condos,Suite,,2 Bed,2 Bath,795 sq.ft,,,,,South East,
M-413,Rise Condos,Suite,,2 Bed,2 Bath,795 sq.ft,,,,,South East,
M-01,Rise Condos,Suite,,2 Bed,2 Bath,800 sq.ft,,,,,North,
R-07,Rise Condos,Suite,,2 Bed,2 Bath,858 sq.ft,,,,,South West,
R-05,Rise Condos,Suite,,2.5 Bed,2 Bath,865 sq.ft,,,,,South East,
The Vaughan,UOVO Boutique Residences,Suite,,1.5 Bed,2 Bath,781 sq.ft,,"$989,900",,,East,
The Goodman,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,913 sq.ft,,"$1,139,900",,,North West,
The Krall,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,1008 sq.ft,,"$1,249,900",,,North East,
The Gillespie,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,1166 sq.ft,,"$1,339,900",,,South West,
The Cole,UOVO Boutique Residences,Suite,,3.5 Bed,2 Bath,1195 sq.ft,,"$1,589,900",,,South East,
The Charles,UOVO Boutique Residences,Suite,,2.5 Bed,2.5 Bath,1239 sq.ft,,"$1,399,900",,,East,
The Coltrane,UOVO Boutique Residences,Suite,,3.5 Bed,2 Bath,1432 sq.ft,,"$1,879,900",,,South West,
The Bennett - Upper Lev...,UOVO Boutique Residences,Suite,,3.5 Bed,2 Bath,1593 sq.ft,,"$2,659,900",,,South East,
The Bennett - Main Leve...,UOVO Boutique Residences,Suite,,3.5 Bed,2 Bath,1593 sq.ft,,"$2,659,900",,,South East,
The Sinatra - Main Leve...,UOVO Boutique Residences,Suite,,3.5 Bed,2.5 Bath,2009 sq.ft,,"$3,299,900",,,South West,
The Sinatra - Upper Lev...,UOVO Boutique Residences,Suite,,3.5 Bed,2.5 Bath,2009 sq.ft,,"$3,299,900",,,South West,
The Holiday,UOVO Boutique Residences,Suite,,1.5 Bed,1 Bath,626 sq.ft,,,,,West,
The Bridgewater,UOVO Boutique Residences,Suite,,1.5 Bed,2 Bath,715 sq.ft,,,,,West,
The Ellington,UOVO Boutique Residences,Suite,,1.5 Bed,1 Bath,735 sq.ft,,,,,North East,
The Horne,UOVO Boutique Residences,Suite,,1.5 Bed,1 Bath,736 sq.ft,,,,,North,
The Getz,UOVO Boutique Residences,Suite,,2.5 Bed,1 Bath,775 sq.ft,,,,,North East,
The Basie,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,811 sq.ft,,,,,East,
The Armstrong,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,816 sq.ft,,,,,North West,
The Davis,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,817 sq.ft,,,,,North West,
The Crosby,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,922 sq.ft,,,,,East,
The Baker,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,924 sq.ft,,,,,East,
The Simone,UOVO Boutique Residences,Suite,,2 Bed,2 Bath,943 sq.ft,,,,,West,
The Peterson,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,972 sq.ft,,,,,East,
The Monk,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,1008 sq.ft,,,,,North East,
The Lee - Upper Level (...,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,1122 sq.ft,,,,,North East,
The Lee - Main Level (1...,UOVO Boutique Residences,Suite,,2.5 Bed,2 Bath,1122 sq.ft,,,,,North East,
The Marsalis,UOVO Boutique Residences,Suite,,3.5 Bed,2 Bath,1246 sq.ft,,,,,South East,
The Washington - Main L...,UOVO Boutique Residences,Suite,,2.5 Bed,2.5 Bath,1262 sq.ft,,,,,North West,
The Washington - Upper ...,UOVO Boutique Residences,Suite,,2.5 Bed,2.5 Bath,1262 sq.ft,,,,,North West,
The Fitzgerald,UOVO Boutique Residences,Suite,,3.5 Bed,2.5 Bath,1433 sq.ft,,,,,South West,
The Parker - Main Level...,UOVO Boutique Residences,Suite,,3.5 Bed,3 Bath,1562 sq.ft,,,,,West,
The Parker - Upper Leve...,UOVO Boutique Residences,Suite,,3.5 Bed,3 Bath,1562 sq.ft,,,,,West,
Primrose,Pearl Place 2 Condos,Suite,,1 Bed,1 Bath,482 sq.ft,,"$519,900",,,North,
Prosper,Pearl Place 2 Condos,Suite,,1 Bed,1 Bath,540 sq.ft,,"$579,900",,,South,
Premiere,Pearl Place 2 Condos,Suite,,1 Bed,1 Bath,540 sq.ft,,"$569,900",,,West,
Pure,Pearl Place 2 Condos,Suite,,1 Bed,1 Bath,570 sq.ft,,"$679,900",,,West,
Pacific,Pearl Place 2 Condos,Suite,,1.5 Bed,1 Bath,583 sq.ft,,"$704,900",,,East,
Park 1,Pearl Place 2 Condos,Suite,,1.5 Bed,1 Bath,586 sq.ft,,"$704,900",,,West,
Prime,Pearl Place 2 Condos,Suite,,1.5 Bed,1 Bath,599 sq.ft,,"$694,900",,,West,
Prince,Pearl Place 2 Condos,Suite,,1.5 Bed,1 Bath,628 sq.ft,,"$719,900",,,West,
Prestige 2,Pearl Place 2 Condos,Suite,,1.5 Bed,2 Bath,641 sq.ft,,"$789,900",,,East,
Platinum 2,Pearl Place 2 Condos,Suite,,1.5 Bed,2 Bath,643 sq.ft,,"$794,900",,,West,
Playa,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,703 sq.ft,,"$754,900",,,South West,
Palace,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,747 sq.ft,,"$884,900",,,East,
Piazza,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,761 sq.ft,,"$899,900",,,North West,
Parade,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,761 sq.ft,,"$820,900",,,South West,
Passion,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,816 sq.ft,,"$957,900",,,North East,
Princess,Pearl Place 2 Condos,Suite,,2 Bed,2 Bath,820 sq.ft,,"$962,900",,,North West,
Perfection,Pearl Place 2 Condos,Suite,,2.5 Bed,2 Bath,834 sq.ft,,"$983,900",,,East,
Pearl,Pearl Place 2 Condos,Suite,,3 Bed,2 Bath,926 sq.ft,,"$1,079,900",,,South East,
C-1F-B,One Delisle Condos,Suite,,1 Bed,1 Bath,557 sq.ft,,"$1,396,900",,,NorthSouth,
C-1D,One Delisle Condos,Suite,,1.5 Bed,1 Bath,614 sq.ft,,"$1,599,900",,,NorthSouth,
C-1J,One Delisle Condos,Suite,,1.5 Bed,1 Bath,667 sq.ft,,"$1,699,900",,,North WestSouth East,
C-1C,One Delisle Condos,Suite,,1.5 Bed,1 Bath,686 sq.ft,,"$1,598,900",,,EastWest,
C-2E,One Delisle Condos,Suite,,2 Bed,1 Bath,740 sq.ft,,"$1,799,900",,,EastWest,
C-1M/1A,One Delisle Condos,Suite,,2 Bed,2 Bath,1221 sq.ft,,"$3,184,900",,,North West,
P-UPH3 (Penthouse),One Delisle Condos,Suite,,3 Bed,3.5 Bath,2074 sq.ft,,"$7,454,900",,,North West,
S-2M/3D,One Delisle Condos,Suite,,3.5 Bed,2.5 Bath,2138 sq.ft,,"$5,035,900",,,North West,
S-3D/2P,One Delisle Condos,Suite,,3.5 Bed,3 Bath,2381 sq.ft,,"$5,702,900",,,South West,
P-PH1 (Penthouse),One Delisle Condos,Suite,,3.5 Bed,3.5 Bath,3089 sq.ft,,"$11,799,900",,,NorthSouthWest,
P-PH2 (Penthouse),One Delisle Condos,Suite,,3.5 Bed,3.5 Bath,3171 sq.ft,,"$11,959,900",,,NorthSouthEast,
C-S2,One Delisle Condos,Suite,,0 Bed,1 Bath,328 sq.ft,,,,,NorthSouth,
S-1N,One Delisle Condos,Suite,,1 Bed,1 Bath,465 sq.ft,,,,,NorthSouth,
C-S1,One Delisle Condos,Suite,,0 Bed,1 Bath,488 sq.ft,,,,,NorthSouth,
C-1G,One Delisle Condos,Suite,,1 Bed,1 Bath,522 sq.ft,,,,,NorthSouth,
C-1F-T,One Delisle Condos,Suite,,1 Bed,1 Bath,552 sq.ft,,,,,NorthSouth,
C-1F-LT,One Delisle Condos,Suite,,1 Bed,1 Bath,552 sq.ft,,,,,North,
C-1I,One Delisle Condos,Suite,,1.5 Bed,1 Bath,570 sq.ft,,,,,North WestSouth East,
S-1A,One Delisle Condos,Suite,,1.5 Bed,1 Bath,601 sq.ft,,,,,NorthSouth,
C-1E,One Delisle Condos,Suite,,1.5 Bed,1 Bath,603 sq.ft,,,,,EastWest,
C-1H-T,One Delisle Condos,Suite,,1.5 Bed,1 Bath,610 sq.ft,,,,,North EastSouth West,
C-1M,One Delisle Condos,Suite,,1.5 Bed,1 Bath,635 sq.ft,,,,,North WestSouth East,
C-1L,One Delisle Condos,Suite,,1.5 Bed,1 Bath,635 sq.ft,,,,,North EastSouth West,
C-1Q,One Delisle Condos,Suite,,1.5 Bed,1.5 Bath,646 sq.ft,,,,,North WestSouth East,
C-1P,One Delisle Condos,Suite,,1.5 Bed,1.5 Bath,646 sq.ft,,,,,North EastSouth West,
C-1H,One Delisle Condos,Suite,,1.5 Bed,1 Bath,648 sq.ft,,,,,North EastSouth West,
C-1B,One Delisle Condos,Suite,,1.5 Bed,1 Bath,689 sq.ft,,,,,NorthSouth,
C-1H-L,One Delisle Condos,Suite,,1.5 Bed,1 Bath,719 sq.ft,,,,,North EastSouth West,
C-2G,One Delisle Condos,Suite,,2.5 Bed,2 Bath,777 sq.ft,,,,,North WestSouth East,
C-2F,One Delisle Condos,Suite,,2.5 Bed,2 Bath,778 sq.ft,,,,,North EastSouth West,
C-2C,One Delisle Condos,Suite,,2.5 Bed,2 Bath,789 sq.ft,,,,,North EastSouth West,
C-2D,One Delisle Condos,Suite,,2.5 Bed,2 Bath,790 sq.ft,,,,,North WestSouth East,
C-2A,One Delisle Condos,Suite,,2 Bed,2 Bath,796 sq.ft,,,,,North EastSouth West,
C-2B-LT,One Delisle Condos,Suite,,2 Bed,2 Bath,797 sq.ft,,,,,North West,
C-2B-T,One Delisle Condos,Suite,,2 Bed,2 Bath,798 sq.ft,,,,,South East,
S-2I,One Delisle Condos,Suite,,2 Bed,2 Bath,829 sq.ft,,,,,NorthSouth,
S-2H,One Delisle Condos,Suite,,2.5 Bed,2 Bath,839 sq.ft,,,,,EastWest,
S-2J,One Delisle Condos,Suite,,2.5 Bed,2 Bath,882 sq.ft,,,,,North WestSouth East,
C-2A-J,One Delisle Condos,Suite,,2.5 Bed,2 Bath,934 sq.ft,,,,,North EastSouth West,
S-2N,One Delisle Condos,Suite,,2 Bed,2 Bath,975 sq.ft,,,,,EastWest,
S-2J-B,One Delisle Condos,Suite,,2.5 Bed,2 Bath,988 sq.ft,,,,,North WestSouth East,
C-3A,One Delisle Condos,Suite,,2 Bed,2 Bath,1038 sq.ft,,,,,South,
S-2K,One Delisle Condos,Suite,,2.5 Bed,2 Bath,1053 sq.ft,,,,,NorthSouth,
S-3B,One Delisle Condos,Suite,,3 Bed,2 Bath,1194 sq.ft,,,,,North EastSouth West,
S-3C,One Delisle Condos,Suite,,3.5 Bed,2 Bath,1307 sq.ft,,,,,North EastSouth West,
C-1J/1C,One Delisle Condos,Suite,,2.5 Bed,2 Bath,1342 sq.ft,,,,,North West,
S-3C-B,One Delisle Condos,Suite,,3.5 Bed,2 Bath,1414 sq.ft,,,,,North EastSouth West,
C-2M/1E,One Delisle Condos,Suite,,3 Bed,2.5 Bath,1495 sq.ft,,,,,North West,
S-3E-B,One Delisle Condos,Suite,,3.5 Bed,2.5 Bath,1806 sq.ft,,,,,EastWest,
P-LPH1 (Penthouse),One Delisle Condos,Suite,,3 Bed,3 Bath,1884 sq.ft,,,,,NorthSouthEast,
P-UPH1 (Penthouse),One Delisle Condos,Suite,,3 Bed,3 Bath,1976 sq.ft,,,,,NorthSouthEast,
2F,The Dupont Condos,Suite,,2 Bed,2 Bath,812 sq.ft,,"$1,150,000",,,North West,
2E,The Dupont Condos,Suite,,2 Bed,2 Bath,829 sq.ft,,"$1,140,000",,,North,
3A/3AT,The Dupont Condos,Suite,,3 Bed,2 Bath,1067 sq.ft,,"$1,460,000",,,South West,
3F,The Dupont Condos,Suite,,3 Bed,2 Bath,1072 sq.ft,,"$1,385,000",,,South West,
3BE/3BET,The Dupont Condos,Suite,,3 Bed,2 Bath,1109 sq.ft,,"$1,620,000",,,South East,
1B,The Dupont Condos,Suite,,1 Bed,1 Bath,532 sq.ft,,,,,North,
1A/1AT,The Dupont Condos,Suite,,1 Bed,1 Bath,552 sq.ft,,,,,West,
1B+D,The Dupont Condos,Suite,,1.5 Bed,1 Bath,604 sq.ft,,,,,North,
1G/1G+D1,The Dupont Condos,Suite,,1.5 Bed,2 Bath,648 sq.ft,,,,,North,
1G+D,The Dupont Condos,Suite,,1.5 Bed,2 Bath,648 sq.ft,,,,,North,
2J+D/2J+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,805 sq.ft,,,,,South,
2Q+D,The Dupont Condos,Suite,,2.5 Bed,2 Bath,815 sq.ft,,,,,South,
2D+D/2D+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,815 sq.ft,,,,,South,
2A/2AT,The Dupont Condos,Suite,,2 Bed,2 Bath,826 sq.ft,,,,,South East,
2P+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,998 sq.ft,,,,,South West,
2G+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,1008 sq.ft,,,,,South West,
3C/3C1,The Dupont Condos,Suite,,3 Bed,2 Bath,1010 sq.ft,,,,,North East,
2A+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,1024 sq.ft,,,,,South West,
2X+DT,The Dupont Condos,Suite,,2.5 Bed,2 Bath,1046 sq.ft,,,,,South East,
3KT,The Dupont Condos,Suite,,3 Bed,2 Bath,1173 sq.ft,,,,,South East,
3LT,The Dupont Condos,Suite,,3 Bed,2 Bath,1235 sq.ft,,,,,South West,
3GT,The Dupont Condos,Suite,,3 Bed,2 Bath,1239 sq.ft,,,,,South West,
3A+DT,The Dupont Condos,Suite,,3.5 Bed,2 Bath,1288 sq.ft,,,,,South East,
Forest Hill 550,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,550 sq.ft,,"$921,990",,,South,
Old Forest Hill 416,South Forest Hill Residences,Suite,,0 Bed,1 Bath,416 sq.ft,,,,,North,
Montclair 431,South Forest Hill Residences,Suite,,1 Bed,1 Bath,431 sq.ft,,,,,North,
Old Forest Hill 457,South Forest Hill Residences,Suite,,0 Bed,1 Bath,457 sq.ft,,,,,South,
Old Forest Hill 469,South Forest Hill Residences,Suite,,0 Bed,1 Bath,469 sq.ft,,,,,South,
Montclair 483,South Forest Hill Residences,Suite,,1 Bed,1 Bath,483 sq.ft,,,,,North,
Montclair 489,South Forest Hill Residences,Suite,,1 Bed,1 Bath,489 sq.ft,,,,,South,
Montclair 509,South Forest Hill Residences,Suite,,1 Bed,1 Bath,509 sq.ft,,,,,South,
Forest Hill 514,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,514 sq.ft,,,,,East,
Montclair 522,South Forest Hill Residences,Suite,,1 Bed,1 Bath,522 sq.ft,,,,,South,
Forest Hill 535,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,535 sq.ft,,,,,East,
Forest Hill 557,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,557 sq.ft,,,,,South,
Forest Hill 564,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,564 sq.ft,,,,,South,
Forest Hill 566,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,566 sq.ft,,,,,South,
Montclair 573,South Forest Hill Residences,Suite,,1 Bed,1 Bath,573 sq.ft,,,,,NorthSouth,
Forest Hill 574,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,574 sq.ft,,,,,North,
Forest Hill 590,South Forest Hill Residences,Suite,,1.5 Bed,2 Bath,590 sq.ft,,,,,East,
Forest Hill 597,South Forest Hill Residences,Suite,,1.5 Bed,2 Bath,597 sq.ft,,,,,West,
Forest Hill 622,South Forest Hill Residences,Suite,,1.5 Bed,2 Bath,622 sq.ft,,,,,NorthSouth,
Forest Hill 630,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,630 sq.ft,,,,,South West,
Forest Hill 640,South Forest Hill Residences,Suite,,1.5 Bed,1 Bath,640 sq.ft,,,,,North West,
Dunvegan 644,South Forest Hill Residences,Suite,,2 Bed,2 Bath,644 sq.ft,,,,,West,
Dunvegan 701,South Forest Hill Residences,Suite,,2 Bed,2 Bath,701 sq.ft,,,,,North East,
Dunvegan 704,South Forest Hill Residences,Suite,,2 Bed,2 Bath,704 sq.ft,,,,,North East,
Dunvegan 706,South Forest Hill Residences,Suite,,2 Bed,2 Bath,706 sq.ft,,,,,South West,
Dunvegan 728,South Forest Hill Residences,Suite,,2 Bed,2 Bath,728 sq.ft,,,,,South East,
Dunvegan 755,South Forest Hill Residences,Suite,,2 Bed,2 Bath,755 sq.ft,,,,,North West,
Dunvegan 763,South Forest Hill Residences,Suite,,2 Bed,2 Bath,763 sq.ft,,,,,East,
Dunvegan 764,South Forest Hill Residences,Suite,,2 Bed,2 Bath,764 sq.ft,,,,,South West,
Frybrook 787,South Forest Hill Residences,Suite,,2.5 Bed,2 Bath,787 sq.ft,,,,,East,
Warren 854,South Forest Hill Residences,Suite,,3 Bed,2 Bath,854 sq.ft,,,,,North West,
Frybrook 1079,South Forest Hill Residences,Suite,,2.5 Bed,2 Bath,1079 sq.ft,,,,,South East,
Frybrook 1086,South Forest Hill Residences,Suite,,2.5 Bed,2 Bath,1086 sq.ft,,,,,West,
Warren 1138,South Forest Hill Residences,Suite,,3 Bed,2 Bath,1138 sq.ft,,,,,North East,
Warren 1339,South Forest Hill Residences,Suite,,3 Bed,2 Bath,1339 sq.ft,,,,,South West,
Warren 1339,South Forest Hill Residences,Suite,,3 Bed,2 Bath,1339 sq.ft,,,,,South West,
Warren 1416,South Forest Hill Residences,Suite,,3 Bed,2 Bath,1416 sq.ft,,,,,North West,
1-B,Groove Urban Condos,Suite,,1 Bed,1 Bath,416 sq.ft,,"$781,990",,,West,
1-F,Groove Urban Condos,Suite,,1 Bed,1 Bath,438 sq.ft,,"$859,990",,,South,
1-D,Groove Urban Condos,Suite,,1 Bed,1 Bath,498 sq.ft,,"$824,990",,,East,
